Date,Place,Item,Quantity,Price,Category
1/7/2023,IUS Pharmacy & Grocery,Cefotetan,1,100,Medical
7/5/2022,IUS Pharmacy & Grocery,Cefotetan and Dextrose,1,419,Medical
11/18/2022,IUS Pharmacy & Grocery,Cefotetan Disodium,1,300,Medical
3/4/2022,IUS Pharmacy & Grocery,Cefotetan Injection,1,249,Medical
2/14/2022,IUS Pharmacy & Grocery,Cefoxitin,1,253,Medical
9/29/2022,IUS Pharmacy & Grocery,Cefoxitin and Dextrose Injection,1,389,Medical
7/12/2022,IUS Pharmacy & Grocery,Cefoxitin Intravenous,1,191,Medical
6/8/2022,IUS Pharmacy & Grocery,Cefoxitin Sodium,1,299,Medical
8/17/2022,IUS Pharmacy & Grocery,Cefpodoxime,1,279,Medical
3/2/2022,IUS Pharmacy & Grocery,Cefpodoxime Proxetil,1,410,Medical
8/12/2022,IUS Pharmacy & Grocery,Cefpodoxime Proxetil Suspension,1,249,Medical
7/25/2022,IUS Pharmacy & Grocery,Cefpodoxime Suspension,1,443,Medical
2/22/2022,IUS Pharmacy & Grocery,Cefpodoxime Tablets,1,374,Medical
6/3/2022,IUS Pharmacy & Grocery,Cefprozil,1,399,Medical
5/23/2022,IUS Pharmacy & Grocery,Cefprozil Oral Suspension,1,145,Medical
9/4/2022,IUS Pharmacy & Grocery,Cefprozil Tablets,1,396,Medical
5/31/2022,IUS Pharmacy & Grocery,Ceftaroline,1,215,Medical
5/1/2022,IUS Pharmacy & Grocery,Ceftaroline Fosamil,1,227,Medical
10/21/2022,IUS Pharmacy & Grocery,Ceftaroline Intravenous,1,304,Medical
10/5/2022,IUS Pharmacy & Grocery,Ceftazidime,1,105,Medical
9/25/2022,IUS Pharmacy & Grocery,Ceftazidime and Avibactam,1,423,Medical
8/21/2022,IUS Pharmacy & Grocery,Ceftazidime and avibactam Intravenous,1,307,Medical
1/8/2022,IUS Pharmacy & Grocery,Ceftazidime and Avibactam Sodium,1,424,Medical
2/20/2022,IUS Pharmacy & Grocery,Ceftazidime and Dextrose,1,277,Medical
6/30/2022,IUS Pharmacy & Grocery,Ceftazidime injection,1,102,Medical
6/14/2022,IUS Pharmacy & Grocery,Ceftibuten,1,257,Medical
5/1/2022,IUS Pharmacy & Grocery,Ceftibuten Capsules,1,178,Medical
3/5/2022,IUS Pharmacy & Grocery,Ceftibuten Oral Suspension,1,352,Medical
6/24/2022,IUS Pharmacy & Grocery,Ceftin,1,330,Medical
8/12/2022,IUS Pharmacy & Grocery,Ceftin (Cefuroxime Oral Suspension),1,398,Medical
8/26/2022,IUS Pharmacy & Grocery,Ceftin (Cefuroxime Tablets),1,403,Medical
10/7/2022,IUS Pharmacy & Grocery,"Ceftin Tablets, Oral Suspension",1,126,Medical
3/13/2022,IUS Pharmacy & Grocery,Ceftizoxime,1,167,Medical
11/18/2022,IUS Pharmacy & Grocery,Ceftolozane Sulfate and Tazobactam Sodium,1,290,Medical
7/30/2022,IUS Pharmacy & Grocery,Ceftolozane and tazobactam,1,330,Medical
1/17/2023,IUS Pharmacy & Grocery,Ceftolozane and tazobactam Intravenous,1,323,Medical
8/23/2022,IUS Pharmacy & Grocery,Ceftriaxone,1,113,Medical
3/11/2022,IUS Pharmacy & Grocery,Ceftriaxone and Dextrose,1,144,Medical
4/28/2022,IUS Pharmacy & Grocery,Ceftriaxone injection,1,328,Medical
10/3/2022,IUS Pharmacy & Grocery,Ceftriaxone Sodium,1,411,Medical
2/24/2022,IUS Pharmacy & Grocery,Cefuroxime,1,141,Medical
3/19/2022,IUS Pharmacy & Grocery,Cefuroxime Axetil,1,271,Medical
3/15/2022,IUS Pharmacy & Grocery,Cefuroxime Axetil Oral Suspension,1,211,Medical
5/3/2022,IUS Pharmacy & Grocery,Cefuroxime Dextrose,1,275,Medical
2/4/2022,IUS Pharmacy & Grocery,Cefuroxime Injection,1,431,Medical
4/28/2022,IUS Pharmacy & Grocery,"Cefuroxime Injection, Intravenous",1,275,Medical
1/25/2022,IUS Pharmacy & Grocery,Cefuroxime Oral Suspension,1,444,Medical
11/28/2022,IUS Pharmacy & Grocery,Cefuroxime Sodium,1,108,Medical
10/24/2022,IUS Pharmacy & Grocery,Cefuroxime Tablets,1,201,Medical
7/5/2022,IUS Pharmacy & Grocery,Cefzil,1,334,Medical
7/4/2022,IUS Pharmacy & Grocery,Celebrex,1,158,Medical
6/18/2022,IUS Pharmacy & Grocery,Celecoxib,1,205,Medical
6/26/2022,IUS Pharmacy & Grocery,Celecoxib Capsules,1,174,Medical
2/15/2022,IUS Pharmacy & Grocery,Celery,1,178,Medical
1/18/2023,IUS Pharmacy & Grocery,Celestoderm-V,1,169,Medical
1/23/2023,IUS Pharmacy & Grocery,Celestoderm-V/2,1,335,Medical
10/9/2022,IUS Pharmacy & Grocery,Celestone,1,291,Medical
3/21/2022,IUS Pharmacy & Grocery,Celestone Soluspan,1,282,Medical
10/6/2022,IUS Pharmacy & Grocery,Celestone Soluspan injection,1,414,Medical
3/4/2022,IUS Pharmacy & Grocery,Celexa,1,277,Medical
4/20/2022,IUS Pharmacy & Grocery,Celexa (Citalopram Solution),1,434,Medical
1/22/2022,IUS Pharmacy & Grocery,Celexa (Citalopram Tablets),1,329,Medical
2/16/2022,IUS Pharmacy & Grocery,Celexib 100- EZS,1,300,Medical
12/19/2022,IUS Pharmacy & Grocery,Cellcept,1,142,Medical
4/24/2022,IUS Pharmacy & Grocery,CellCept (Mycophenolate Mofetil Capsules),1,411,Medical
4/9/2022,IUS Pharmacy & Grocery,CellCept (Mycophenolate Mofetil Injection Solution),1,217,Medical
3/14/2022,IUS Pharmacy & Grocery,CellCept (Mycophenolate Mofetil Oral Suspension),1,396,Medical
4/20/2022,IUS Pharmacy & Grocery,CellCept (Mycophenolate Mofetil Tablets),1,259,Medical
6/9/2022,IUS Pharmacy & Grocery,Cellcept Oral,1,324,Medical
1/24/2023,IUS Pharmacy & Grocery,Cellugel,1,136,Medical
1/3/2022,IUS Pharmacy & Grocery,Cellulose and Citric Acid,1,221,Medical
1/12/2022,IUS Pharmacy & Grocery,Celluvisc,1,292,Medical
1/9/2023,IUS Pharmacy & Grocery,Celontin,1,352,Medical
7/8/2022,IUS Pharmacy & Grocery,Celontin Kapseals,1,431,Medical
2/5/2022,IUS Pharmacy & Grocery,Cemill,1,162,Medical
6/21/2022,IUS Pharmacy & Grocery,Cemill 1000,1,372,Medical
5/19/2022,IUS Pharmacy & Grocery,Cemill 500,1,446,Medical
8/31/2022,IUS Pharmacy & Grocery,Cemiplimab,1,393,Medical
9/16/2022,IUS Pharmacy & Grocery,Cemiplimab-rwlc,1,251,Medical
9/1/2022,IUS Pharmacy & Grocery,Cemiplimab-rwlc Intravenous,1,258,Medical
6/5/2022,IUS Pharmacy & Grocery,CEM-Urea,1,122,Medical
6/20/2022,IUS Pharmacy & Grocery,Cenafed,1,420,Medical
5/4/2022,IUS Pharmacy & Grocery,Cenegermin,1,178,Medical
5/7/2022,IUS Pharmacy & Grocery,Cenegermin-bkbj,1,267,Medical
1/16/2023,IUS Pharmacy & Grocery,Cenegermin-bkbj Ophthalmic,1,270,Medical
11/4/2022,IUS Pharmacy & Grocery,Cenestin,1,417,Medical
6/18/2022,IUS Pharmacy & Grocery,Cenestin Oral,1,309,Medical
2/21/2022,IUS Pharmacy & Grocery,CenFol,1,256,Medical
2/5/2022,IUS Pharmacy & Grocery,Cenobamate,1,402,Medical
12/12/2022,IUS Pharmacy & Grocery,Cenovia,1,388,Medical
7/23/2022,IUS Pharmacy & Grocery,Centamin,1,271,Medical
3/14/2022,IUS Pharmacy & Grocery,Centany,1,276,Medical
10/6/2022,IUS Pharmacy & Grocery,Centany AT,1,111,Medical
12/4/2022,IUS Pharmacy & Grocery,Centany AT Kit,1,182,Medical
12/3/2022,IUS Pharmacy & Grocery,Centany AT Topical,1,303,Medical
8/30/2022,IUS Pharmacy & Grocery,Centany Topical,1,177,Medical
3/23/2022,IUS Pharmacy & Grocery,Centaury,1,338,Medical
5/12/2022,IUS Pharmacy & Grocery,Center-Al,1,415,Medical
5/19/2022,IUS Pharmacy & Grocery,Centratex,1,429,Medical
12/27/2022,IUS Pharmacy & Grocery,Centrine,1,351,Medical
12/30/2022,IUS Pharmacy & Grocery,Centrum,1,402,Medical
2/8/2022,IUS Pharmacy & Grocery,Centrum Cardio,1,307,Medical
6/23/2022,IUS Pharmacy & Grocery,Centrum Flavor Burst,1,274,Medical
8/29/2022,IUS Pharmacy & Grocery,Centrum Kids Complete,1,300,Medical
3/20/2022,IUS Pharmacy & Grocery,Centrum MultiGummies,1,185,Medical
3/28/2022,IUS Pharmacy & Grocery,Centrum Performance,1,120,Medical
6/24/2022,IUS Pharmacy & Grocery,Centrum Silver,1,115,Medical
5/13/2022,IUS Pharmacy & Grocery,Centrum Silver Ultra Men's,1,115,Medical
10/15/2022,IUS Pharmacy & Grocery,Centrum Silver Ultra Women's,1,345,Medical
7/12/2022,IUS Pharmacy & Grocery,Centrum Ultra Men's,1,104,Medical
12/26/2022,IUS Pharmacy & Grocery,Centrum Ultra Women's,1,320,Medical
9/6/2022,IUS Pharmacy & Grocery,Centruroides Immune F(ab’)2 (Equine),1,353,Medical
6/1/2022,IUS Pharmacy & Grocery,Centruroides (Scorpion) Immune F(ab′)2 (Equine),1,226,Medical
3/2/2022,IUS Pharmacy & Grocery,Centussin DHC,1,259,Medical
4/18/2022,IUS Pharmacy & Grocery,Cepacol Dual Relief,1,441,Medical
12/15/2022,IUS Pharmacy & Grocery,Cepacol Fizzlers,1,225,Medical
12/12/2022,IUS Pharmacy & Grocery,Cepacol Regular Strength,1,349,Medical
9/22/2022,IUS Pharmacy & Grocery,Cepacol Sore Throat (Benzocaine and Menthol Lozenges),1,320,Medical
12/31/2022,IUS Pharmacy & Grocery,Cepacol Sore Throat Max Numb oral mucous membrane,1,254,Medical
3/24/2022,IUS Pharmacy & Grocery,Cepacol Sore Throat (Menthol Lozenges),1,437,Medical
5/21/2022,IUS Pharmacy & Grocery,Cepacol Viractin,1,417,Medical
10/7/2022,IUS Pharmacy & Grocery,Cephadyn,1,412,Medical
1/18/2023,IUS Pharmacy & Grocery,Cephalexin,1,249,Medical
9/3/2022,IUS Pharmacy & Grocery,Cephalexin Capsules and Tablets,1,255,Medical
1/10/2022,IUS Pharmacy & Grocery,Cephalexin Suspension,1,412,Medical
7/10/2022,IUS Pharmacy & Grocery,Cephalothin,1,372,Medical
1/11/2022,IUS Pharmacy & Grocery,Cephradine,1,366,Medical
1/27/2022,IUS Pharmacy & Grocery,Ceprotin,1,443,Medical
6/26/2022,IUS Pharmacy & Grocery,Ceptaz,1,224,Medical
8/1/2022,IUS Pharmacy & Grocery,Cequa,1,275,Medical
7/15/2022,IUS Pharmacy & Grocery,Cequa (Cyclosporine (Ophthalmic)),1,358,Medical
11/26/2022,IUS Pharmacy & Grocery,Cequa (Cyclosporine (Ophthalmic) Single-Dose Vials),1,433,Medical
12/18/2022,IUS Pharmacy & Grocery,Cequa Ophthalmic Solution,1,145,Medical
4/11/2022,IUS Pharmacy & Grocery,CeraLyte 50,1,203,Medical
12/3/2022,IUS Pharmacy & Grocery,CeraLyte 70,1,263,Medical
12/2/2022,IUS Pharmacy & Grocery,"CeraLyte 70 (Electrolyte Oral Solution, Freezer-Pops, and Jell Cups)",1,396,Medical
3/13/2022,IUS Pharmacy & Grocery,CeraLyte 70 (Electrolyte Powder Packets),1,305,Medical
8/23/2022,IUS Pharmacy & Grocery,CeraLyte 90,1,189,Medical
2/19/2022,IUS Pharmacy & Grocery,CeraORS 75 Natural,1,209,Medical
1/18/2022,IUS Pharmacy & Grocery,Cera Sport,1,189,Medical
8/23/2022,IUS Pharmacy & Grocery,"CeraSport (Electrolyte Oral Solution, Freezer-Pops, and Jell Cups)",1,401,Medical
9/27/2022,IUS Pharmacy & Grocery,CeraSport (Electrolyte Powder Packets),1,321,Medical
8/9/2022,IUS Pharmacy & Grocery,CeraSport Ex1,1,361,Medical
10/5/2022,IUS Pharmacy & Grocery,CeraVe,1,132,Medical
3/4/2022,IUS Pharmacy & Grocery,CeraVe SA Renewing,1,177,Medical
4/15/2022,IUS Pharmacy & Grocery,Cerdelga,1,187,Medical
6/7/2022,IUS Pharmacy & Grocery,Cerebyx,1,145,Medical
10/5/2022,IUS Pharmacy & Grocery,Ceredase,1,277,Medical
2/2/2022,IUS Pharmacy & Grocery,Cerefolin,1,269,Medical
7/31/2022,IUS Pharmacy & Grocery,CerefolinNAC,1,207,Medical
12/26/2022,IUS Pharmacy & Grocery,Cerenia,1,137,Medical
12/7/2022,IUS Pharmacy & Grocery,Ceretec,1,143,Medical
5/6/2022,IUS Pharmacy & Grocery,Cereus Drops 6x,1,188,Medical
7/17/2022,IUS Pharmacy & Grocery,Cerezyme,1,417,Medical
7/1/2022,IUS Pharmacy & Grocery,Cerianna Injection,1,345,Medical
4/22/2022,IUS Pharmacy & Grocery,Cerisa Wash,1,420,Medical
8/3/2022,IUS Pharmacy & Grocery,Ceritinib,1,369,Medical
11/15/2022,IUS Pharmacy & Grocery,Cerliponase alfa,1,433,Medical
2/18/2022,IUS Pharmacy & Grocery,Cerliponase Alfa Injection,1,291,Medical
1/24/2023,IUS Pharmacy & Grocery,Cerliponase alfa Intracerebroventricular,1,147,Medical
9/14/2022,IUS Pharmacy & Grocery,Ceron,1,149,Medical
5/14/2022,IUS Pharmacy & Grocery,Ceron-DM,1,213,Medical
12/28/2022,IUS Pharmacy & Grocery,Cerovel,1,332,Medical
1/1/2023,IUS Pharmacy & Grocery,Cerovite Jr,1,421,Medical
1/10/2023,IUS Pharmacy & Grocery,Certolizumab,1,160,Medical
11/8/2022,IUS Pharmacy & Grocery,Certolizumab Pegol,1,103,Medical
1/4/2022,IUS Pharmacy & Grocery,Certolizumab Prefilled Syringes,1,150,Medical
2/26/2022,IUS Pharmacy & Grocery,Certolizumab Subcutaneous,1,220,Medical
1/6/2022,IUS Pharmacy & Grocery,Certolizumab Vials,1,286,Medical
10/17/2022,IUS Pharmacy & Grocery,Cerubidine,1,317,Medical
4/8/2022,IUS Pharmacy & Grocery,Cervarix,1,256,Medical
5/27/2022,IUS Pharmacy & Grocery,Cervarix Intramuscular,1,262,Medical
7/4/2022,IUS Pharmacy & Grocery,Cervidil,1,278,Medical
5/1/2022,IUS Pharmacy & Grocery,Cesamet,1,316,Medical
6/27/2022,IUS Pharmacy & Grocery,Cesia,1,134,Medical
11/26/2022,IUS Pharmacy & Grocery,Cetacaine,1,275,Medical
11/7/2022,IUS Pharmacy & Grocery,Cetacaine Topical Anesthetic,1,425,Medical
8/9/2022,IUS Pharmacy & Grocery,Cetacaine Topical Anesthetic Gel,1,310,Medical
8/5/2022,IUS Pharmacy & Grocery,Cetacaine Topical Anesthetic Spray,1,248,Medical
11/30/2022,IUS Pharmacy & Grocery,Cetacort,1,427,Medical
4/7/2022,IUS Pharmacy & Grocery,Cetafen,1,339,Medical
7/17/2022,IUS Pharmacy & Grocery,Cetaphil Lotion,1,349,Medical
5/23/2022,IUS Pharmacy & Grocery,Ceta Plus,1,446,Medical
1/5/2022,IUS Pharmacy & Grocery,Cetiri D,1,165,Medical
8/11/2022,IUS Pharmacy & Grocery,Cetirizine,1,405,Medical
11/16/2022,IUS Pharmacy & Grocery,Cetirizine Capsules,1,246,Medical
8/11/2022,IUS Pharmacy & Grocery,Cetirizine Capsules and Tablets,1,213,Medical
5/7/2022,IUS Pharmacy & Grocery,Cetirizine Chewable Tablets,1,410,Medical
12/9/2022,IUS Pharmacy & Grocery,Cetirizine Hydrochloride,1,329,Medical
7/12/2022,IUS Pharmacy & Grocery,Cetirizine Hydrochloride eent,1,269,Medical
8/11/2022,IUS Pharmacy & Grocery,Cetirizine Injection,1,375,Medical
1/15/2023,IUS Pharmacy & Grocery,Cetirizine Intravenous,1,366,Medical
1/6/2022,IUS Pharmacy & Grocery,Cetirizine Liquid,1,230,Medical
7/18/2022,IUS Pharmacy & Grocery,Cetirizine (Ophthalmic),1,133,Medical
8/13/2022,IUS Pharmacy & Grocery,Cetirizine Orally Disintegrating Tablets,1,198,Medical
3/12/2022,IUS Pharmacy & Grocery,Cetirizine Oral Solution,1,209,Medical
1/15/2023,IUS Pharmacy & Grocery,Cetirizine and pseudoephedrine,1,337,Medical
7/16/2022,IUS Pharmacy & Grocery,Cetirizine (Systemic),1,344,Medical
9/8/2022,IUS Pharmacy & Grocery,Cetirizine Tablets,1,179,Medical
3/31/2022,IUS Pharmacy & Grocery,Cetirizine Tablets Chewable,1,237,Medical
3/12/2022,IUS Pharmacy & Grocery,Cetraxal,1,154,Medical
11/28/2022,IUS Pharmacy & Grocery,Cetrorelix,1,190,Medical
1/1/2023,IUS Pharmacy & Grocery,Cetrorelix Acetate,1,182,Medical
3/19/2022,IUS Pharmacy & Grocery,Cetrorelix injectable,1,114,Medical
11/21/2022,IUS Pharmacy & Grocery,Cetrorelix Subcutaneous,1,161,Medical
11/16/2022,IUS Pharmacy & Grocery,Cetrotide,1,278,Medical
7/6/2022,IUS Pharmacy & Grocery,Cetrotide injectable,1,156,Medical
6/7/2022,IUS Pharmacy & Grocery,Cetuximab,1,112,Medical
9/9/2022,IUS Pharmacy & Grocery,Cetuximab Intravenous,1,237,Medical
7/21/2022,IUS Pharmacy & Grocery,Cetylev,1,409,Medical
8/13/2022,IUS Pharmacy & Grocery,Cevi-Bid,1,191,Medical
6/24/2022,IUS Pharmacy & Grocery,Cevimeline,1,187,Medical
11/4/2022,IUS Pharmacy & Grocery,Cevimeline Hydrochloride,1,207,Medical
11/24/2022,IUS Pharmacy & Grocery,Ce-Vi-Sol,1,212,Medical
5/4/2022,IUS Pharmacy & Grocery,Chamomile,1,183,Medical
12/30/2022,IUS Pharmacy & Grocery,Chamosyn,1,191,Medical
4/20/2022,IUS Pharmacy & Grocery,Chantix,1,413,Medical
9/25/2022,IUS Pharmacy & Grocery,Chantix Continuing Month Pak,1,342,Medical
12/3/2022,IUS Pharmacy & Grocery,Chantix Starter Pack,1,319,Medical
11/8/2022,IUS Pharmacy & Grocery,Chantix Starting Month Box,1,285,Medical
1/5/2022,IUS Pharmacy & Grocery,Chantix Starting Month Pak,1,207,Medical
2/24/2022,IUS Pharmacy & Grocery,Chantix Start Month Pak,1,434,Medical
10/13/2022,IUS Pharmacy & Grocery,Chaparral,1,443,Medical
12/10/2022,IUS Pharmacy & Grocery,Chap Stick,1,122,Medical
11/28/2022,IUS Pharmacy & Grocery,Charcoal,1,356,Medical
7/15/2022,IUS Pharmacy & Grocery,"Charcoal, Activated",1,443,Medical
9/3/2022,IUS Pharmacy & Grocery,Charcoal Plus DS,1,205,Medical
8/5/2022,IUS Pharmacy & Grocery,Char-Flo with Sorbitol,1,346,Medical
7/21/2022,IUS Pharmacy & Grocery,Charlotte 24 Fe,1,423,Medical
12/22/2022,IUS Pharmacy & Grocery,Chaste Tree,1,243,Medical
9/4/2022,IUS Pharmacy & Grocery,Chateal,1,440,Medical
4/4/2022,IUS Pharmacy & Grocery,Chateal EQ,1,262,Medical
11/23/2022,IUS Pharmacy & Grocery,Cheetah Suspension,1,189,Medical
1/22/2022,IUS Pharmacy & Grocery,Chelated Magnesium,1,216,Medical
7/17/2022,IUS Pharmacy & Grocery,Chemet,1,115,Medical
8/11/2022,IUS Pharmacy & Grocery,Chenodal,1,299,Medical
11/19/2022,IUS Pharmacy & Grocery,Chenodiol,1,340,Medical
10/2/2022,IUS Pharmacy & Grocery,Cheracol with Codeine,1,112,Medical
5/8/2022,IUS Pharmacy & Grocery,Cheracol Sore Throat,1,197,Medical
5/29/2022,IUS Pharmacy & Grocery,Cheratussin AC,1,123,Medical
3/17/2022,IUS Pharmacy & Grocery,Cheratussin DAC,1,151,Medical
5/4/2022,IUS Pharmacy & Grocery,Chia,1,367,Medical
2/12/2022,IUS Pharmacy & Grocery,Chicken Soup,1,149,Medical
1/1/2023,IUS Pharmacy & Grocery,Chickweed,1,221,Medical
3/18/2022,IUS Pharmacy & Grocery,Chicory,1,297,Medical
12/17/2022,IUS Pharmacy & Grocery,Chiggerex,1,405,Medical
7/25/2022,IUS Pharmacy & Grocery,Children's Acetaminophen,1,127,Medical
2/3/2022,IUS Pharmacy & Grocery,Children's Acetaminophen Bubble Gum Flavor,1,256,Medical
7/3/2022,IUS Pharmacy & Grocery,Children's Acetaminophen - Grape,1,434,Medical
11/4/2022,IUS Pharmacy & Grocery,Children's Advil,1,410,Medical
5/29/2022,IUS Pharmacy & Grocery,Childrens All Day Allergy Liquid,1,278,Medical
5/16/2022,IUS Pharmacy & Grocery,Children's Allegra Allergy,1,115,Medical
11/19/2022,IUS Pharmacy & Grocery,Children's Allergy,1,204,Medical
11/11/2022,IUS Pharmacy & Grocery,Childrens Allergy Relief CVS,1,228,Medical
7/27/2022,IUS Pharmacy & Grocery,Childrens Cetirizine Oral Solution,1,369,Medical
10/30/2022,IUS Pharmacy & Grocery,Children's Claritin Allergy,1,368,Medical
11/7/2022,IUS Pharmacy & Grocery,Children's Cold & Allergy,1,245,Medical
9/12/2022,IUS Pharmacy & Grocery,Children's Cold & Cough DM,1,243,Medical
7/2/2022,IUS Pharmacy & Grocery,Children's Gas-X Tongue Twisters,1,171,Medical
11/4/2022,IUS Pharmacy & Grocery,Children's Mapap,1,313,Medical
3/12/2022,IUS Pharmacy & Grocery,Children's Motrin,1,359,Medical
11/6/2022,IUS Pharmacy & Grocery,Children's Motrin Berry Flavor,1,189,Medical
8/27/2022,IUS Pharmacy & Grocery,Children's Motrin Bubble Gum Flavor,1,401,Medical
9/17/2022,IUS Pharmacy & Grocery,Childrens Motrin Cold,1,227,Medical
1/31/2022,IUS Pharmacy & Grocery,Children's Motrin Grape Flavor,1,248,Medical
7/8/2022,IUS Pharmacy & Grocery,Children's Motrin (Ibuprofen Chewable Tablets),1,330,Medical
2/23/2022,IUS Pharmacy & Grocery,Children's Motrin (Ibuprofen Suspension),1,368,Medical
9/4/2022,IUS Pharmacy & Grocery,Childrens Mucinex Cough,1,145,Medical
9/27/2022,IUS Pharmacy & Grocery,Children’s Non-Aspirin Cold/Cough,1,277,Medical
3/11/2022,IUS Pharmacy & Grocery,Children's Nortemp,1,290,Medical
5/19/2022,IUS Pharmacy & Grocery,Children's NyQuil Cold & Cough,1,205,Medical
8/13/2022,IUS Pharmacy & Grocery,Children's Pedia Care,1,141,Medical
1/29/2022,IUS Pharmacy & Grocery,Children’s Plus Flu,1,247,Medical
10/1/2022,IUS Pharmacy & Grocery,Children’s Plus Multi-Symptom Cold,1,432,Medical
5/20/2022,IUS Pharmacy & Grocery,Children's Silapap,1,247,Medical
9/27/2022,IUS Pharmacy & Grocery,Childrens Silfedrine,1,278,Medical
7/13/2022,IUS Pharmacy & Grocery,Children's Triacting,1,372,Medical
4/5/2022,IUS Pharmacy & Grocery,Children's Triacting Daytime,1,205,Medical
8/30/2022,IUS Pharmacy & Grocery,Children's Triacting Night Time,1,385,Medical
9/20/2022,IUS Pharmacy & Grocery,Children's Triaminic Cough/Cold Nighttime,1,191,Medical
1/16/2022,IUS Pharmacy & Grocery,Children's Triaminic Cough and Sore Throat,1,437,Medical
1/9/2022,IUS Pharmacy & Grocery,Children's Triaminic Flu Cough & Fever,1,201,Medical
1/12/2022,IUS Pharmacy & Grocery,Children's Tylenol,1,306,Medical
7/30/2022,IUS Pharmacy & Grocery,Children's Tylenol Meltaways,1,173,Medical
2/24/2022,IUS Pharmacy & Grocery,Children’s Tylenol Plus,1,198,Medical
4/14/2022,IUS Pharmacy & Grocery,Children's Tylenol Plus Cough and Runny Nose,1,405,Medical
9/3/2022,IUS Pharmacy & Grocery,Children's Tylenol Suspension,1,225,Medical
9/23/2022,IUS Pharmacy & Grocery,Chinese Cucumber,1,260,Medical
6/17/2022,IUS Pharmacy & Grocery,Chinese Foxglove,1,321,Medical
10/27/2022,IUS Pharmacy & Grocery,Chinese Mugwort,1,429,Medical
4/8/2022,IUS Pharmacy & Grocery,ChiRhoStim,1,118,Medical
10/1/2022,IUS Pharmacy & Grocery,Chitosan,1,367,Medical
6/18/2022,IUS Pharmacy & Grocery,Chlo-Amine,1,244,Medical
2/28/2022,IUS Pharmacy & Grocery,Chlo Hist,1,105,Medical
5/1/2022,IUS Pharmacy & Grocery,Chlophed,1,196,Medical
1/16/2023,IUS Pharmacy & Grocery,Chlophedianol,1,313,Medical
12/4/2022,IUS Pharmacy & Grocery,Chlophedianol and Dexbrompheniramine,1,412,Medical
6/30/2022,IUS Pharmacy & Grocery,Chlophedianol/Dexbrompheniramine/Phenylephrine Liquid,1,277,Medical
12/27/2022,IUS Pharmacy & Grocery,"Chlophedianol, Dexbrompheniramine, and Pseudoephedrine",1,315,Medical
4/8/2022,IUS Pharmacy & Grocery,"Chlophedianol, dexchlorpheniramine, and pseudoephedrine",1,398,Medical
9/25/2022,IUS Pharmacy & Grocery,"Chlophedianol, Dexchlorpheniramine, and Pseudoephedrine Drops",1,346,Medical
1/3/2023,IUS Pharmacy & Grocery,"Chlophedianol, Dexchlorpheniramine, and Pseudoephedrine Liquid",1,442,Medical
12/18/2022,IUS Pharmacy & Grocery,Chlophedianol/Guaifenesin Liquid,1,356,Medical
4/22/2022,IUS Pharmacy & Grocery,"Chlophedianol, Guaifenesin, and Phenylephrine Liquid",1,282,Medical
7/22/2022,IUS Pharmacy & Grocery,Chlophedianol/Guaifenesin/Pseudoephedrine Tablets,1,191,Medical
5/14/2022,IUS Pharmacy & Grocery,"Chlophedianol, phenylephrine, and pyrilamine",1,307,Medical
8/29/2022,IUS Pharmacy & Grocery,Chlophedianol and pseudoephedrine,1,228,Medical
1/17/2023,IUS Pharmacy & Grocery,Chlophedianol and Pyrilamine,1,337,Medical
1/8/2022,IUS Pharmacy & Grocery,Chloral Hydrate Capsules,1,404,Medical
8/18/2022,IUS Pharmacy & Grocery,Chloral Hydrate Syrup,1,199,Medical
9/23/2022,IUS Pharmacy & Grocery,Chlorambucil,1,434,Medical
7/21/2022,IUS Pharmacy & Grocery,Chloramphenicol,1,391,Medical
1/20/2023,IUS Pharmacy & Grocery,Chloramphenicol Injection,1,280,Medical
2/20/2022,IUS Pharmacy & Grocery,Chloramphenicol (Ophthalmic),1,240,Medical
7/22/2022,IUS Pharmacy & Grocery,"Chloramphenicol Oral, Intravenous, Injection",1,108,Medical
12/31/2022,IUS Pharmacy & Grocery,Chloramphenicol Otic,1,297,Medical
9/5/2022,IUS Pharmacy & Grocery,Chloramphenicol Sodium Succinate,1,178,Medical
9/10/2022,IUS Pharmacy & Grocery,Chloramphenicol (Systemic),1,159,Medical
11/25/2022,IUS Pharmacy & Grocery,ChloraPrep One-Step,1,275,Medical
3/18/2022,IUS Pharmacy & Grocery,Chloraseptic,1,358,Medical
3/7/2022,IUS Pharmacy & Grocery,Chloraseptic (Benzocaine and Menthol Lozenges),1,182,Medical
12/29/2022,IUS Pharmacy & Grocery,Chloraseptic (Benzocaine and Menthol Strips),1,223,Medical
11/9/2022,IUS Pharmacy & Grocery,Chloraseptic Kids,1,445,Medical
1/21/2023,IUS Pharmacy & Grocery,Chloraseptic (Phenol Oral Spray and Rinse),1,227,Medical
12/6/2022,IUS Pharmacy & Grocery,Chloraseptic Sore Throat Lozenge,1,409,Medical
